study_id,phase,sponsor_type,no_of_locations,no_of_conditions,enrollment,allocation,intervention_model,masking,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,gender,total_dropout_rate,start_date,end_date,no_of_primary_outcomes,no_of_secondary_outcomes,has_result
NCT00943917,PHASE2,INDUSTRY,50.0,1,155.0,RANDOMIZED,PARALLEL,NONE,9.0,1,0,0,0,0,0,2,1,0,0,0,0,18.0,70.0,ALL,0.0,2009-07-20,2015-03-23,6.0,,True
NCT04867785,PHASE2,INDUSTRY,43.0,1,281.0,RANDOMIZED,PARALLEL,DOUBLE,8.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.16,2021-04-29,2023-06-08,1.0,9.0,True
NCT02683746,PHASE3,INDUSTRY,70.0,1,308.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.1,2016-01-28,2019-07-10,1.0,11.0,True
NCT01175811,PHASE4,INDUSTRY,14.0,1,402.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.07,2010-08-03,2013-10-29,1.0,9.0,True
NCT03231709,PHASE4,INDUSTRY,2.0,1,60.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.0,2017-07-25,2023-12-07,1.0,3.0,True
NCT01072331,PHASE3,INDUSTRY,1.0,1,99.0,RANDOMIZED,PARALLEL,QUADRUPLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,20.0,75.0,ALL,0.0,2010-02-18,2013-04-02,2.0,2.0,True
NCT04305587,PHASE1,INDUSTRY,2.0,1,66.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,2,0,0,0,0,0,1,1,0,0,0,0,18.0,70.0,ALL,0.02,2020-03-09,2023-06-13,4.0,7.0,True
NCT04889157,PHASE1,INDUSTRY,1.0,1,20.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,60.0,ALL,0.0,2021-05-12,2024-06-18,4.0,4.0,True
NCT01421459,PHASE3,INDUSTRY,62.0,1,759.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.13,2011-08-19,2014-12-02,1.0,12.0,True
NCT02229227,PHASE3,INDUSTRY,158.0,1,814.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.14,2014-08-28,2020-11-13,1.0,39.0,True
NCT01029704,PHASE2,INDUSTRY,12.0,1,151.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.13,2009-12-09,2021-06-15,3.0,4.0,True
NCT00494013,PHASE3,INDUSTRY,56.0,1,442.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.15,2007-06-27,2009-11-04,1.0,11.0,True
NCT02152371,PHASE3,INDUSTRY,40.0,1,300.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.09,2014-05-28,2019-09-10,1.0,15.0,True
NCT03315780,PHASE4,INDUSTRY,1.0,1,12.0,RANDOMIZED,CROSSOVER,SINGLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,75.0,ALL,0.0,2017-10-17,2019-08-28,1.0,7.0,True
NCT02597049,PHASE3,INDUSTRY,41.0,1,424.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.04,2015-11-03,2020-06-10,2.0,9.0,True
NCT01258075,PHASE4,INDUSTRY,24.0,1,236.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,10.0,17.0,ALL,0.28,2010-12-09,2021-04-16,1.0,6.0,True
NCT02180646,,OTHER,,1,12.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,2,1,0,0,0,0,21.0,55.0,ALL,0.0,2014-06-30,2019-10-01,1.0,1.0,True
NCT01230749,PHASE2,INDUSTRY,,1,89.0,RANDOMIZED,PARALLEL,TRIPLE,4.0,3,0,0,0,0,0,0,1,0,0,0,0,25.0,65.0,ALL,0.07,2010-10-22,2013-10-17,1.0,7.0,True
NCT03199053,PHASE3,INDUSTRY,123.0,1,256.0,RANDOMIZED,PARALLEL,DOUBLE,5.0,3,0,0,0,0,0,0,1,0,0,0,0,10.0,18.0,ALL,0.0,2017-06-22,2024-05-28,2.0,17.0,True
NCT02737891,PHASE2,INDUSTRY,1.0,1,60.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.03,2016-04-05,2020-05-04,1.0,2.0,True
NCT04552470,PHASE1,INDUSTRY,1.0,1,37.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,70.0,ALL,0.0,2020-09-11,2022-03-10,4.0,4.0,True
NCT04153981,PHASE4,INDUSTRY,11.0,1,304.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.28,2019-11-05,2023-06-22,1.0,5.0,True
NCT04108299,,OTHER,1.0,1,46.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,2,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.13,2019-09-26,2024-02-15,2.0,15.0,True
NCT02964585,PHASE4,OTHER,1.0,1,34.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,30.0,70.0,ALL,0.0,2016-10-06,2022-11-10,4.0,14.0,True
NCT02680457,PHASE4,OTHER,1.0,1,12.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,30.0,65.0,ALL,0.0,2015-12-07,2020-09-25,1.0,1.0,True
NCT03922750,PHASE2,INDUSTRY,38.0,1,154.0,RANDOMIZED,PARALLEL,NONE,3.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.01,2019-04-17,2022-01-06,1.0,8.0,True
NCT02973321,PHASE2,INDUSTRY,59.0,1,296.0,RANDOMIZED,PARALLEL,QUADRUPLE,5.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.17,2016-11-22,2022-03-15,1.0,9.0,True
NCT01933672,PHASE1,INDUSTRY,8.0,1,33.0,RANDOMIZED,CROSSOVER,TRIPLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2013-08-28,2016-08-03,1.0,14.0,True
NCT02211261,PHASE1,INDUSTRY,7.0,1,84.0,RANDOMIZED,PARALLEL,DOUBLE,9.0,0,0,0,18,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.08,2014-08-06,2018-10-15,3.0,21.0,True
NCT01276106,PHASE2,INDUSTRY,21.0,1,259.0,RANDOMIZED,PARALLEL,TRIPLE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,20.0,75.0,ALL,0.19,2011-01-11,2018-04-24,1.0,,True
NCT01733758,PHASE3,INDUSTRY,74.0,1,494.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.1,2012-11-21,2016-08-12,2.0,9.0,True
NCT01528254,PHASE4,INDUSTRY,228.0,1,2004.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.2,2012-02-03,2020-09-01,1.0,7.0,True
NCT02960659,PHASE1,NIH,1.0,1,24.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,12.0,25.0,ALL,0.08,2016-11-09,2023-07-14,1.0,8.0,True
NCT00734474,PHASE2,INDUSTRY,99.0,1,1202.0,RANDOMIZED,PARALLEL,QUADRUPLE,9.0,5,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.45,2008-08-12,2015-03-31,1.0,30.0,True
NCT01786707,PHASE1,OTHER,1.0,1,2.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,1,0,0,1,1,0,0,0,0,45.0,65.0,ALL,1.0,2013-02-05,2017-06-29,1.0,1.0,True
NCT04465877,PHASE1,INDUSTRY,1.0,1,37.0,RANDOMIZED,PARALLEL,SINGLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.03,2020-07-01,2022-04-28,4.0,,True
NCT02426541,PHASE4,INDUSTRY,1.0,1,55.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,35.0,70.0,ALL,0.03,2015-04-22,2017-07-24,1.0,2.0,True
NCT01558271,PHASE3,INDUSTRY,14.0,1,492.0,RANDOMIZED,PARALLEL,QUADRUPLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.09,2012-03-12,2015-05-20,1.0,18.0,True
NCT00232583,,OTHER,1.0,1,58.0,RANDOMIZED,PARALLEL,NONE,2.0,5,0,0,0,0,0,0,1,0,0,0,0,25.0,65.0,ALL,0.4,2005-09-30,2017-11-17,1.0,16.0,True
NCT00484198,PHASE3,INDUSTRY,184.0,1,1912.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.22,2007-06-07,2021-07-06,2.0,21.0,True
NCT02891382,,OTHER,1.0,1,54.0,RANDOMIZED,PARALLEL,SINGLE,3.0,0,5,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.21,2016-08-31,2023-05-16,1.0,1.0,True
NCT03322631,PHASE1,INDUSTRY,2.0,1,48.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,70.0,ALL,0.04,2017-10-24,2022-06-09,1.0,3.0,True
NCT00642278,PHASE2,INDUSTRY,85.0,2,451.0,RANDOMIZED,PARALLEL,QUADRUPLE,7.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.11,2008-03-21,2013-07-15,1.0,5.0,True
NCT01475461,PHASE2,INDUSTRY,63.0,1,345.0,RANDOMIZED,PARALLEL,TRIPLE,6.0,6,0,0,0,0,0,0,1,0,0,0,0,18.0,55.0,ALL,0.0,2011-09-15,2016-12-06,1.0,10.0,True
NCT00942188,PHASE2,INDUSTRY,18.0,1,106.0,RANDOMIZED,PARALLEL,TRIPLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,75.0,ALL,0.25,2009-07-17,2019-09-06,1.0,7.0,True
NCT03861039,PHASE3,INDUSTRY,34.0,1,443.0,RANDOMIZED,PARALLEL,NONE,3.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.06,2019-03-01,2022-01-21,1.0,12.0,True
NCT00032487,PHASE3,FED,21.0,1,1791.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,40.0,,ALL,0.14,2002-03-21,2017-02-28,1.0,1.0,True
NCT03244800,PHASE2,INDUSTRY,5.0,1,65.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,130.0,ALL,0.05,2017-07-27,2019-11-18,2.0,23.0,True
NCT05074667,,OTHER,1.0,1,30.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,1,0,1,1,0,0,0,0,4.0,19.0,ALL,0.5,2021-09-29,2024-07-09,1.0,9.0,True
NCT04424888,,INDUSTRY,1.0,2,6.0,RANDOMIZED,CROSSOVER,QUADRUPLE,2.0,0,0,0,0,1,0,2,1,0,0,0,0,18.0,75.0,ALL,0.0,2020-05-27,2022-11-10,2.0,6.0,True
NCT02004886,PHASE2,INDUSTRY,,1,74.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,21.0,65.0,ALL,0.03,2013-12-03,2018-08-07,3.0,8.0,True
NCT02206607,PHASE1,INDUSTRY,2.0,1,39.0,RANDOMIZED,CROSSOVER,NONE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2014-07-30,2016-02-04,2.0,9.0,True
NCT01584232,PHASE3,INDUSTRY,15.0,1,361.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.03,2012-04-23,2014-10-14,1.0,5.0,True
NCT03018938,PHASE4,INDUSTRY,32.0,1,814.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.19,2017-01-11,2020-03-06,1.0,15.0,True
NCT02220907,PHASE3,INDUSTRY,6.0,1,153.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.07,2014-08-19,2018-10-03,1.0,3.0,True
NCT03371108,PHASE3,INDUSTRY,57.0,1,567.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,2,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.0,2017-11-20,2022-03-23,1.0,8.0,True
NCT01614769,PHASE1,INDUSTRY,,1,10.0,RANDOMIZED,CROSSOVER,DOUBLE,6.0,3,0,1,0,0,0,0,1,0,0,0,0,18.0,60.0,ALL,0.0,2012-06-06,2018-07-19,3.0,,True
NCT03645421,PHASE2,INDUSTRY,5.0,1,61.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,6,0,0,0,0,0,0,1,0,0,0,0,20.0,120.0,ALL,0.15,2018-06-25,2019-12-05,6.0,9.0,True
NCT00957268,PHASE1,INDUSTRY,7.0,1,46.0,NON_RANDOMIZED,PARALLEL,NONE,5.0,1,0,0,0,0,0,0,1,0,0,0,0,10.0,65.0,ALL,0.02,2009-08-06,2015-01-26,3.0,8.0,True
NCT00850096,PHASE2,INDUSTRY,21.0,1,94.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,1,0,0,0,0,0,1,1,0,0,0,0,18.0,90.0,ALL,0.05,2009-01-30,2013-11-25,1.0,1.0,True
NCT01044537,PHASE1,INDUSTRY,3.0,1,50.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.0,2010-01-07,2017-01-20,8.0,7.0,True
NCT03951805,PHASE2,INDUSTRY,43.0,1,205.0,RANDOMIZED,PARALLEL,NONE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.0,2019-05-10,2021-03-05,1.0,8.0,True
NCT04605991,PHASE3,INDUSTRY,32.0,1,187.0,,SINGLE_GROUP,NONE,1.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.18,2020-10-26,2023-02-03,1.0,11.0,True
NCT02059187,PHASE3,INDUSTRY,,1,531.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.09,2014-02-07,2018-08-08,2.0,9.0,True
NCT00804986,PHASE2,INDUSTRY,60.0,1,247.0,RANDOMIZED,PARALLEL,QUADRUPLE,6.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.15,2008-12-08,2011-07-12,1.0,13.0,True
NCT01915849,PHASE1,INDUSTRY,1.0,1,14.0,RANDOMIZED,CROSSOVER,DOUBLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.0,2013-08-01,2015-01-22,1.0,,True
NCT04445714,PHASE4,INDUSTRY,9.0,1,196.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.12,2020-06-04,2024-09-09,5.0,4.0,True
NCT03985293,PHASE2,INDUSTRY,83.0,1,412.0,RANDOMIZED,PARALLEL,QUADRUPLE,6.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.0,2019-06-11,2022-06-02,1.0,22.0,True
NCT01195090,PHASE4,OTHER,1.0,1,120.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,80.0,ALL,0.12,2010-09-02,2012-09-09,3.0,24.0,True
NCT03555994,PHASE2,INDUSTRY,3.0,1,51.0,RANDOMIZED,PARALLEL,DOUBLE,5.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,99.0,ALL,0.04,2018-04-18,2024-09-04,2.0,8.0,True
NCT00962065,PHASE2,INDUSTRY,1.0,1,36.0,RANDOMIZED,PARALLEL,TRIPLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.0,2009-08-10,2011-02-04,1.0,5.0,True
NCT01076075,PHASE3,INDUSTRY,,1,427.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,7,0,0,0,0,0,0,1,0,0,0,0,18.0,78.0,ALL,0.21,2010-02-24,2017-05-04,3.0,2.0,True
NCT04591626,PHASE3,INDUSTRY,27.0,1,291.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.05,2020-10-16,2023-04-27,1.0,8.0,True
NCT04017832,PHASE3,INDUSTRY,93.0,1,1441.0,RANDOMIZED,PARALLEL,QUADRUPLE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.05,2019-07-11,2024-09-27,1.0,43.0,True
NCT02091362,PHASE2,INDUSTRY,30.0,1,270.0,RANDOMIZED,CROSSOVER,TRIPLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2014-03-18,2018-07-17,1.0,7.0,True
NCT00660309,PHASE4,INDUSTRY,1.0,1,45.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.11,2008-04-11,2012-08-27,4.0,13.0,True
NCT02926950,PHASE3,INDUSTRY,93.0,1,518.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.19,2016-10-05,2021-04-16,1.0,7.0,True
NCT01387737,PHASE3,INDUSTRY,7.0,1,1299.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.1,2011-06-28,2014-05-27,1.0,4.0,True
NCT01263496,PHASE2,INDUSTRY,,1,438.0,RANDOMIZED,PARALLEL,NONE,5.0,5,0,0,0,0,0,0,1,0,0,0,0,29.0,87.0,ALL,0.0,2010-12-17,2012-02-01,1.0,56.0,True
NCT03989232,PHASE3,INDUSTRY,129.0,1,961.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.03,2019-06-14,2023-02-10,1.0,10.0,True
NCT03353350,PHASE3,INDUSTRY,54.0,1,406.0,RANDOMIZED,PARALLEL,QUADRUPLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2017-11-21,2022-01-11,1.0,8.0,True
NCT02622113,PHASE4,INDUSTRY,7.0,1,139.0,,SINGLE_GROUP,NONE,1.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.1,2015-12-02,2019-04-02,1.0,3.0,True
NCT03620890,PHASE4,OTHER,1.0,1,108.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,FEMALE,0.05,2018-08-02,2021-08-20,1.0,13.0,True
NCT04982575,PHASE2,INDUSTRY,18.0,1,92.0,RANDOMIZED,PARALLEL,QUADRUPLE,3.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.04,2021-07-16,2024-06-28,1.0,9.0,True
NCT04109547,PHASE3,INDUSTRY,66.0,1,521.0,RANDOMIZED,PARALLEL,QUADRUPLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.04,2019-09-27,2024-09-06,1.0,53.0,True
NCT01247363,PHASE1,INDUSTRY,2.0,1,20.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2010-11-22,2018-10-18,1.0,4.0,True
NCT00972244,PHASE2,INDUSTRY,20.0,1,417.0,RANDOMIZED,PARALLEL,TRIPLE,5.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,79.0,ALL,0.08,2009-08-31,2013-08-09,1.0,2.0,True
NCT00111800,PHASE2,INDUSTRY,109.0,1,375.0,RANDOMIZED,PARALLEL,DOUBLE,6.0,6,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.0,2005-05-25,2018-03-19,1.0,26.0,True
NCT01177384,PHASE3,INDUSTRY,,1,380.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.1,2010-06-30,2018-07-19,3.0,1.0,True
NCT01163721,PHASE2,INDUSTRY,9.0,1,80.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.25,2010-07-14,2013-07-19,3.0,,True
NCT02302716,PHASE3,INDUSTRY,44.0,1,493.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.08,2014-11-25,2017-09-25,1.0,10.0,True
NCT02561078,PHASE3,INDUSTRY,57.0,1,420.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,85.0,ALL,0.13,2015-09-23,2020-05-05,1.0,8.0,True
NCT01189890,PHASE3,INDUSTRY,,1,480.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,65.0,85.0,ALL,0.16,2010-08-25,2017-05-04,4.0,4.0,True
NCT02804932,,OTHER,1.0,1,54.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,1,1,1,0,0,0,0,40.0,77.0,ALL,0.04,2016-06-14,2023-12-07,3.0,,True
NCT03882970,PHASE3,INDUSTRY,122.0,1,1444.0,RANDOMIZED,PARALLEL,NONE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.08,2019-03-19,2022-01-14,1.0,8.0,True
NCT03681691,PHASE1,OTHER,1.0,2,12.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,1,0,0,0,0,60.0,80.0,FEMALE,0.25,2018-09-10,2022-09-01,5.0,14.0,True
NCT01468987,PHASE3,INDUSTRY,156.0,1,1369.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.1,2011-11-08,2018-03-16,1.0,19.0,True
NCT01092663,,INDUSTRY,3.0,1,61.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.18,2010-03-23,2013-01-15,11.0,10.0,True
NCT00924053,PHASE1,INDUSTRY,1.0,1,24.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2009-06-16,2019-06-04,10.0,,True
NCT01991795,PHASE3,INDUSTRY,1242.0,1,19271.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,50.0,130.0,ALL,0.01,2013-11-18,2020-03-04,1.0,4.0,True
NCT01263470,PHASE2,INDUSTRY,1.0,1,480.0,RANDOMIZED,PARALLEL,QUADRUPLE,6.0,6,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.05,2010-12-17,2012-02-01,1.0,16.0,True
NCT02906709,PHASE4,INDUSTRY,,1,184.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,1,0,0,0,1,0,0,0,0,20.0,,ALL,0.0,2016-09-15,2019-08-15,5.0,8.0,True
NCT01582243,PHASE4,INDUSTRY,1.0,1,40.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.07,2012-04-18,2016-09-15,1.0,5.0,True
NCT02430870,PHASE1,INDUSTRY,2.0,1,48.0,RANDOMIZED,PARALLEL,QUADRUPLE,8.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.0,2015-04-24,2016-07-19,8.0,10.0,True
NCT03552523,,OTHER,1.0,1,16.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,1,0,1,1,0,0,0,0,18.0,,ALL,0.29,2018-05-29,2019-08-21,2.0,,True
NCT04707469,PHASE3,INDUSTRY,181.0,1,1606.0,RANDOMIZED,PARALLEL,QUADRUPLE,3.0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.06,2021-01-12,2024-03-05,1.0,38.0,True
NCT01373450,PHASE1,INDUSTRY,,1,12.0,RANDOMIZED,CROSSOVER,TRIPLE,6.0,5,0,0,0,0,0,0,1,0,0,0,0,18.0,64.0,MALE,0.0,2011-06-13,2015-09-01,3.0,3.0,True
NCT02926937,PHASE3,INDUSTRY,70.0,1,399.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.11,2016-10-05,2021-06-03,1.0,11.0,True
NCT05523362,,OTHER,1.0,1,56.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,1,0,0,1,0,0,0,0,18.0,99.0,ALL,0.0,2022-08-29,2024-07-10,3.0,12.0,True
NCT01289119,PHASE3,INDUSTRY,21.0,1,506.0,RANDOMIZED,PARALLEL,QUADRUPLE,6.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.08,2011-02-01,2013-02-17,1.0,11.0,True
NCT02409329,,OTHER,1.0,1,512.0,RANDOMIZED,PARALLEL,SINGLE,3.0,0,3,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.04,2015-03-09,2020-08-06,1.0,2.0,True
NCT02703337,PHASE1,INDUSTRY,1.0,1,30.0,RANDOMIZED,CROSSOVER,DOUBLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2016-03-04,2020-06-10,2.0,2.0,True
NCT01106651,PHASE3,INDUSTRY,86.0,1,716.0,RANDOMIZED,PARALLEL,TRIPLE,3.0,4,0,0,0,0,0,0,1,0,0,0,0,55.0,80.0,ALL,0.27,2010-04-01,2014-10-27,1.0,13.0,True
NCT02836873,PHASE3,INDUSTRY,56.0,1,312.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.05,2016-07-14,2021-06-28,1.0,4.0,True
NCT03005288,PHASE2,INDUSTRY,9.0,1,78.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,1,0,0,0,0,0,1,1,0,0,0,0,18.0,75.0,ALL,0.26,2016-12-24,2020-12-09,1.0,12.0,True
